Date,dma_a,dma_b,dma_c,dma_d,dma_e,dma_f,dma_g,dma_h,dma_i,dma_j
2021-01-13 21:00:00,6.04,9.89,4.56,37.71,85.51,,23.02,19.9,,25.13
2021-01-13 22:00:00,4.75,8.93,4.04,33.53,74.71,,19.37,18.08,,24.56
2021-01-13 23:00:00,4.46,8.65,3.46,30.09,70.91,,17.88,16.05,,22.47
2021-01-14 00:00:00,4.4,8.07,3.26,30.2,61.02,,14.7,13.58,,21.16
2021-01-14 01:00:00,4.9,7.85,3.11,29.97,56.18,,12.66,11.47,,21.47
2021-01-14 02:00:00,4.28,7.78,2.72,29.34,54.33,,11.84,10.28,,19.15
2021-01-14 03:00:00,4.01,7.75,2.67,29.76,54.11,,12.49,10.5,,19.62
2021-01-14 04:00:00,3.88,7.83,2.8,25.31,54.73,,12.05,10.77,,20.63
2021-01-14 05:00:00,2.75,8.06,3.17,25.75,57.26,,12.75,11.44,,20.69
2021-01-14 06:00:00,4.19,9.13,4.16,34.3,71.0,,18.71,15.81,,24.04
2021-01-14 07:00:00,8.81,10.62,5.42,47.88,97.97,,28.49,24.18,,29.0
2021-01-14 08:00:00,8.87,10.91,5.33,47.02,102.0,,28.52,26.26,,30.43
2021-01-14 09:00:00,8.61,9.76,4.95,47.47,97.51,,27.66,25.53,,31.48
2021-01-14 10:00:00,8.0,10.08,4.69,43.19,93.33,,25.05,25.98,,32.84
2021-01-14 11:00:00,8.6,9.31,4.48,39.05,87.14,,23.76,24.57,,31.1
2021-01-14 12:00:00,8.08,9.53,4.5,40.03,87.78,,23.41,25.16,,31.68
2021-01-14 13:00:00,8.86,9.71,4.61,40.52,88.37,,24.88,24.27,,31.29
2021-01-14 14:00:00,9.21,9.99,4.48,41.0,85.47,,22.53,23.18,,30.79
2021-01-14 15:00:00,9.25,9.56,4.2,38.77,81.54,,21.05,21.56,,29.53
2021-01-14 16:00:00,7.49,9.24,3.92,38.66,80.36,,20.25,21.08,,30.01
2021-01-14 17:00:00,6.84,9.63,4.09,36.95,81.64,,21.91,22.48,,29.89
2021-01-14 18:00:00,6.75,10.04,4.71,39.66,88.85,,23.61,23.76,,28.1
2021-01-14 19:00:00,7.01,10.27,4.93,42.07,93.79,,26.09,22.59,,28.27
2021-01-14 20:00:00,7.33,10.26,4.77,45.07,95.63,,26.13,22.39,,27.34
2021-01-14 21:00:00,6.47,9.69,4.47,38.45,86.01,,22.96,19.68,,25.53
2021-01-14 22:00:00,3.9,9.01,3.97,35.32,75.28,,20.54,17.91,,24.18
2021-01-14 23:00:00,3.36,8.49,3.52,36.58,69.79,,18.78,15.83,,21.73
2021-01-15 00:00:00,3.06,8.06,3.24,31.17,60.98,,15.04,13.45,,20.51
2021-01-15 01:00:00,4.02,7.89,3.01,26.18,55.97,,12.38,11.43,,18.94
2021-01-15 02:00:00,4.3,7.93,2.76,24.68,54.54,,12.32,11.13,,19.53
2021-01-15 03:00:00,4.97,7.81,2.74,27.18,54.29,,12.44,10.89,,20.21
2021-01-15 04:00:00,4.73,7.84,2.84,29.21,54.84,,11.66,10.42,,20.6
2021-01-15 05:00:00,4.68,8.16,3.08,30.23,57.74,,12.73,11.98,,20.71
2021-01-15 06:00:00,6.13,9.16,4.2,37.49,71.19,,17.65,16.49,,25.57
2021-01-15 07:00:00,9.29,10.42,5.31,46.22,97.66,,28.44,23.95,,29.64
2021-01-15 08:00:00,8.94,10.39,4.94,44.12,102.77,,30.61,28.13,,30.71
2021-01-15 09:00:00,9.6,10.26,4.79,43.04,98.35,,28.4,28.22,,32.92
2021-01-15 10:00:00,9.02,9.52,4.64,41.48,91.54,,27.47,26.87,,31.56
2021-01-15 11:00:00,7.97,9.23,4.41,39.16,87.46,,24.85,25.35,,32.43
2021-01-15 12:00:00,7.86,9.46,4.19,42.93,88.99,,24.27,26.91,,31.33
2021-01-15 13:00:00,8.31,10.1,4.5,39.99,88.89,,22.83,25.89,,28.71
2021-01-15 14:00:00,9.18,9.76,4.39,43.44,86.0,,23.51,23.91,,29.6
2021-01-15 15:00:00,9.53,9.87,4.27,37.52,82.12,,21.43,22.5,,28.49
2021-01-15 16:00:00,9.21,9.58,4.21,35.58,81.45,,21.08,21.18,,29.48
2021-01-15 17:00:00,9.18,9.11,4.25,38.53,80.51,,21.8,20.89,,29.01
2021-01-15 18:00:00,6.67,9.93,4.65,40.16,85.06,,23.1,22.55,,24.65
2021-01-15 19:00:00,7.09,9.88,4.7,43.02,90.33,,24.21,22.76,,26.85
2021-01-15 20:00:00,7.33,9.94,4.62,44.28,90.86,,25.17,20.57,,26.27
2021-01-15 21:00:00,6.5,9.7,4.35,40.82,82.64,,21.15,19.29,,26.77
2021-01-15 22:00:00,5.83,9.14,4.06,33.18,74.0,,20.26,17.58,,23.21
2021-01-15 23:00:00,5.12,8.72,3.49,29.07,68.8,,18.18,15.48,,22.84
2021-01-16 00:00:00,4.69,8.21,3.22,27.14,62.49,,15.25,13.25,,21.41
2021-01-16 01:00:00,4.28,7.94,3.03,29.01,57.57,,12.52,12.04,,20.65
2021-01-16 02:00:00,5.08,7.82,2.79,29.38,55.11,,10.0,11.02,,20.06
2021-01-16 03:00:00,3.51,7.84,2.69,28.37,54.34,,,10.42,,19.67
2021-01-16 04:00:00,3.12,8.04,2.79,28.31,54.61,,,11.43,,21.08
2021-01-16 05:00:00,3.19,8.32,2.87,25.32,56.28,,8.92,11.11,,20.23
2021-01-16 06:00:00,4.35,8.4,3.48,27.36,61.88,,14.36,12.81,,22.15
2021-01-16 07:00:00,6.4,9.68,4.22,34.41,77.14,,19.59,17.91,,24.95
2021-01-16 08:00:00,7.85,10.84,5.24,47.78,96.21,,26.51,24.37,,27.4
2021-01-16 09:00:00,8.56,11.3,6.1,54.95,109.09,,31.58,29.36,,28.84
2021-01-16 10:00:00,8.8,11.15,5.87,50.88,105.47,,30.17,28.87,,28.68
2021-01-16 11:00:00,8.8,10.14,5.5,44.8,100.24,,28.85,25.21,,28.09
2021-01-16 12:00:00,7.99,10.76,5.29,44.61,95.01,,26.82,23.61,,28.56
2021-01-16 13:00:00,7.94,10.53,4.99,41.45,97.07,,25.18,,,28.65
2021-01-16 14:00:00,,10.46,4.93,,91.73,,25.43,,,
2021-01-16 15:00:00,,10.36,4.53,,87.02,,24.0,,,
2021-01-16 16:00:00,,10.18,4.4,,84.91,,19.67,,,
2021-01-16 17:00:00,,,4.43,,,,,,,
2021-01-16 18:00:00,,,4.59,,,,,,,
2021-01-16 19:00:00,,,4.99,,,,,,,
2021-01-16 20:00:00,,,4.49,,,,,,,
2021-01-16 21:00:00,,,4.25,,,,,,,
2021-01-16 22:00:00,,,3.99,,,,,,,
2021-01-16 23:00:00,,,3.57,,,,,,,
2021-01-17 00:00:00,,,3.3,,,,,,,
2021-01-17 01:00:00,,,3.1,,,,,,,
2021-01-17 02:00:00,,,2.93,,,,,,,
2021-01-17 03:00:00,,,2.69,,,,,,,
2021-01-17 04:00:00,,,2.76,,,,,,,
2021-01-17 05:00:00,,,2.9,,,,,,,
2021-01-17 06:00:00,,,3.03,,,,,,,
2021-01-17 07:00:00,,,3.69,,,,,,,
2021-01-17 08:00:00,,,4.72,,,,,,,
2021-01-17 09:00:00,,,5.63,,,,,,,
2021-01-17 10:00:00,,,5.99,,,,,,,
2021-01-17 11:00:00,,,5.8,,,,,,,
2021-01-17 12:00:00,,,5.82,,,,,,,
2021-01-17 13:00:00,,,5.57,,,,,,,
2021-01-17 14:00:00,,,5.07,,,,,,,
2021-01-17 15:00:00,,,4.95,,,,,,,
2021-01-17 16:00:00,,,4.65,,,,,,,
2021-01-17 17:00:00,,,4.85,,,,,,,
2021-01-17 18:00:00,,,5.14,,,,,,,
2021-01-17 19:00:00,,,5.18,,,,,,,
2021-01-17 20:00:00,,,5.2,,,,,,,
2021-01-17 21:00:00,,,4.74,,,,,,,
2021-01-17 22:00:00,,,3.65,,,,,,,
2021-01-17 23:00:00,,,3.6,,,,,,,
2021-01-18 00:00:00,,,3.16,,,,,,,
2021-01-18 01:00:00,,,3.0,,,,,,,
2021-01-18 02:00:00,,,2.75,,,,,,,
2021-01-18 03:00:00,,,2.78,,,,,,,
2021-01-18 04:00:00,,,2.83,,,,,,,
2021-01-18 05:00:00,,,3.08,,,,,,,
2021-01-18 06:00:00,,,4.16,,,,,,,
2021-01-18 07:00:00,,,5.05,,,,,,,
2021-01-18 08:00:00,,,5.24,,,,,,,
2021-01-18 09:00:00,,,4.87,,,,,,,
2021-01-18 10:00:00,,,4.57,,,,,,,
2021-01-18 11:00:00,,,4.67,,,,,,,
2021-01-18 12:00:00,,,4.75,,,,,,,
2021-01-18 13:00:00,,,4.4,,,,,,,
2021-01-18 14:00:00,,,4.7,,,,,,,
2021-01-18 15:00:00,,,4.14,,,,,21.79,,
2021-01-18 16:00:00,6.52,9.89,4.1,25.66,81.48,,17.08,21.72,,28.8
2021-01-18 17:00:00,6.73,9.55,4.42,40.07,83.06,,22.6,22.0,,27.68
2021-01-18 18:00:00,6.48,9.96,4.41,41.15,87.08,,24.65,22.77,,26.83
2021-01-18 19:00:00,8.22,10.67,5.06,44.09,94.76,,25.94,23.98,,27.22
2021-01-18 20:00:00,9.22,10.44,5.2,43.13,95.35,,27.95,23.35,,26.33
2021-01-18 21:00:00,7.4,10.06,4.69,37.16,85.7,,22.44,21.07,,26.17
2021-01-18 22:00:00,5.89,9.29,3.72,34.81,75.74,,19.09,17.77,,24.7
2021-01-18 23:00:00,5.01,8.79,3.39,30.49,70.43,,17.42,16.53,,22.73
2021-01-19 00:00:00,4.26,8.35,3.04,30.48,61.72,,14.71,12.79,,21.68
2021-01-19 01:00:00,4.43,8.09,2.91,30.73,57.17,,13.22,11.42,,19.13
2021-01-19 02:00:00,11.2,7.99,2.89,29.14,55.46,,12.27,10.69,,20.73
2021-01-19 03:00:00,4.41,8.07,2.72,30.37,55.11,,11.61,10.49,,21.02
2021-01-19 04:00:00,3.2,8.06,2.78,29.06,55.43,,11.71,11.05,,22.28
2021-01-19 05:00:00,3.1,8.49,3.03,25.81,58.82,,13.28,12.41,,20.61
2021-01-19 06:00:00,4.37,9.3,4.0,34.18,72.07,,17.13,15.93,,23.41
2021-01-19 07:00:00,8.23,10.91,5.5,43.22,99.16,,28.39,23.79,,27.96
2021-01-19 08:00:00,8.79,10.9,5.0,47.26,101.34,,28.63,27.64,,30.48
2021-01-19 09:00:00,8.63,10.78,4.69,47.48,98.74,,27.71,27.9,,32.8
2021-01-19 10:00:00,8.34,10.3,4.67,44.55,92.66,,25.15,27.64,,31.91
2021-01-19 11:00:00,8.8,10.41,4.74,41.23,88.66,,23.73,26.23,,31.83
2021-01-19 12:00:00,8.69,10.11,4.37,38.96,88.44,,22.87,26.34,,32.66
2021-01-19 13:00:00,9.19,10.13,4.44,40.76,89.58,,24.59,26.0,,29.75
2021-01-19 14:00:00,9.08,9.94,4.6,37.0,85.45,,24.72,24.61,,31.18
2021-01-19 15:00:00,8.7,9.97,4.02,37.73,80.96,,22.28,21.49,,33.37
2021-01-19 16:00:00,7.91,9.58,4.08,38.1,80.44,,21.07,21.28,,32.64
2021-01-19 17:00:00,6.88,9.65,4.53,42.81,80.92,,21.47,21.47,,28.65
2021-01-19 18:00:00,6.56,10.34,4.64,41.65,86.34,,23.03,21.45,,27.02
2021-01-19 19:00:00,7.16,10.85,4.96,42.04,92.3,,25.18,23.91,,28.12
2021-01-19 20:00:00,6.92,10.75,4.96,43.69,93.37,,26.48,23.66,,27.81
2021-01-19 21:00:00,4.75,10.21,4.72,37.7,84.02,,23.98,20.77,,26.04
2021-01-19 22:00:00,3.68,9.36,3.92,36.37,76.16,,21.32,18.53,,24.73
2021-01-19 23:00:00,3.6,8.88,3.58,33.77,69.15,,18.46,16.09,,22.63
2021-01-20 00:00:00,3.4,8.4,3.25,30.14,60.67,,14.42,12.83,,20.67
2021-01-20 01:00:00,4.15,8.23,3.12,27.49,56.09,,13.03,11.59,,20.44
2021-01-20 02:00:00,4.59,8.03,2.86,25.7,54.92,,12.36,10.62,,20.91
2021-01-20 03:00:00,6.88,8.33,2.78,23.6,54.48,,12.24,10.54,,19.78
2021-01-20 04:00:00,6.95,8.29,2.86,25.34,54.22,,13.32,10.45,,21.14
2021-01-20 05:00:00,5.76,8.38,3.05,31.26,57.47,,13.08,11.62,,19.38
2021-01-20 06:00:00,7.0,9.34,4.14,37.36,71.58,,17.83,15.63,,24.62
2021-01-20 07:00:00,10.1,10.68,5.36,46.3,97.07,,28.92,23.45,,27.66
2021-01-20 08:00:00,,10.77,5.01,47.5,100.02,,29.31,27.82,,31.01
2021-01-20 09:00:00,10.2,10.15,4.87,41.44,96.23,,26.37,27.08,,30.48
2021-01-20 10:00:00,9.65,10.08,4.59,41.62,89.52,,26.28,25.21,,30.7
2021-01-20 11:00:00,9.27,10.1,4.15,37.81,85.2,,23.47,25.43,,30.38
2021-01-20 12:00:00,9.03,10.02,4.49,38.25,87.2,,23.33,25.03,,28.6
2021-01-20 13:00:00,9.88,10.08,4.5,37.61,87.91,,24.82,23.76,,28.77
2021-01-20 14:00:00,10.54,10.11,4.21,38.99,85.07,,21.85,23.2,,30.14
2021-01-20 15:00:00,9.97,9.54,3.95,41.03,81.39,,21.02,21.56,,28.29
2021-01-20 16:00:00,7.46,9.56,4.11,36.1,81.1,,22.51,19.58,,28.72
2021-01-20 17:00:00,7.92,9.56,4.32,39.88,81.19,,22.11,20.08,,28.52
2021-01-20 18:00:00,7.83,9.97,4.9,42.32,87.01,,23.79,22.24,,25.88
2021-01-20 19:00:00,8.59,10.43,4.94,41.08,91.88,,26.12,23.75,,28.61
2021-01-20 20:00:00,8.28,10.65,5.08,40.68,95.19,,28.08,21.94,,26.18
2021-01-20 21:00:00,7.8,9.78,4.69,37.78,86.79,,24.13,19.38,,24.0
2021-01-20 22:00:00,6.65,8.87,3.98,35.61,77.22,,20.9,16.75,,23.56
2021-01-20 23:00:00,5.69,8.93,3.5,32.1,70.95,,17.86,15.46,,22.01
2021-01-21 00:00:00,5.53,8.18,3.35,29.33,62.67,,14.22,13.33,,18.91
2021-01-21 01:00:00,5.28,7.98,3.04,28.52,57.65,,13.05,11.03,,19.26
2021-01-21 02:00:00,4.54,8.05,2.83,25.41,56.87,,11.92,9.99,,21.31
2021-01-21 03:00:00,3.88,8.25,2.73,23.59,56.61,,11.82,10.16,,20.15
2021-01-21 04:00:00,2.71,8.32,2.79,24.17,55.76,,,10.32,,20.64
2021-01-21 05:00:00,4.02,8.37,3.11,30.46,59.05,,13.04,11.34,,21.57
2021-01-21 06:00:00,5.45,9.24,4.1,37.64,73.45,,19.57,15.32,,24.97
2021-01-21 07:00:00,10.3,10.6,5.32,44.31,99.58,,28.87,23.12,,28.96
2021-01-21 08:00:00,9.32,10.69,4.91,47.58,101.4,,27.93,26.19,,29.11
2021-01-21 09:00:00,9.66,10.45,4.89,44.51,99.27,,26.68,27.37,,29.96
2021-01-21 10:00:00,9.22,10.27,4.61,41.19,92.9,,23.8,26.27,,29.91
2021-01-21 11:00:00,9.45,9.98,4.53,34.82,87.87,,22.52,24.17,,29.65
2021-01-21 12:00:00,8.81,9.74,4.58,39.61,88.62,,22.89,23.56,,30.85
2021-01-21 13:00:00,9.38,9.78,4.56,43.21,89.95,,23.79,24.33,,30.75
2021-01-21 14:00:00,9.14,9.86,4.2,39.22,86.54,,23.27,24.26,,30.52
2021-01-21 15:00:00,,9.41,4.29,40.5,82.27,,21.28,21.26,,28.52
2021-01-21 16:00:00,,9.28,4.06,24.86,80.42,,22.71,24.13,,29.08
2021-01-21 17:00:00,,,4.5,,,,24.31,24.43,,28.5
2021-01-21 18:00:00,,,4.73,,,,,,,
2021-01-21 19:00:00,,,4.57,,,,,,,
2021-01-21 20:00:00,,,4.84,,,,,,,
2021-01-21 21:00:00,,,4.66,,,,,,,
2021-01-21 22:00:00,,,3.7,,,,,,,
2021-01-21 23:00:00,,,3.6,,,,,,,
2021-01-22 00:00:00,,8.83,3.34,,,,,,,
2021-01-22 01:00:00,,8.02,2.99,,,,,,,
2021-01-22 02:00:00,,7.89,2.85,,,,,,,
2021-01-22 03:00:00,,7.91,2.77,,,,,,,
2021-01-22 04:00:00,3.95,7.93,2.86,,61.71,,16.54,12.04,,23.71
2021-01-22 05:00:00,4.49,8.15,3.26,30.76,58.57,,12.96,11.93,,20.24
2021-01-22 06:00:00,5.64,8.98,4.02,37.24,72.23,,17.86,15.53,,24.48
2021-01-22 07:00:00,8.18,10.4,4.89,42.8,97.69,,27.2,22.81,,28.31
2021-01-22 08:00:00,8.38,10.72,4.77,44.45,102.61,,27.48,25.85,,31.16
2021-01-22 09:00:00,8.32,10.36,4.89,39.87,95.91,,27.05,27.07,,31.39
2021-01-22 10:00:00,7.61,10.09,4.51,42.82,90.68,,25.72,25.9,,30.33
2021-01-22 11:00:00,8.11,9.47,4.71,39.6,87.39,,23.68,25.07,,30.65
2021-01-22 12:00:00,8.42,9.76,4.72,41.6,86.85,,23.78,24.97,,31.29
2021-01-22 13:00:00,8.03,9.87,4.59,45.18,88.36,,25.33,25.66,,30.38
2021-01-22 14:00:00,8.97,10.08,4.5,41.69,84.68,,23.55,23.23,,30.24
2021-01-22 15:00:00,8.44,9.71,4.09,36.89,81.85,,21.53,21.99,,27.3
2021-01-22 16:00:00,6.94,9.47,4.18,36.89,81.1,,21.82,21.12,,27.55
2021-01-22 17:00:00,6.86,9.19,4.58,37.53,83.85,,23.77,20.45,,26.85
2021-01-22 18:00:00,5.98,9.73,4.66,41.13,86.92,,23.68,20.8,,25.79
2021-01-22 19:00:00,6.58,10.11,4.89,44.4,89.95,,25.03,21.58,,26.35
2021-01-22 20:00:00,6.92,10.49,5.05,42.71,91.83,,26.56,20.81,,26.61
2021-01-22 21:00:00,5.93,9.53,4.48,40.32,82.71,,22.58,18.59,,24.29
2021-01-22 22:00:00,5.04,8.87,4.03,33.81,75.53,,20.29,17.19,,24.41
2021-01-22 23:00:00,3.95,8.83,3.99,30.65,69.88,,17.77,15.16,,20.3
2021-01-23 00:00:00,3.2,8.26,3.24,27.06,62.66,,15.54,12.54,,20.9
2021-01-23 01:00:00,2.76,8.11,2.92,26.13,57.65,,13.75,11.26,,18.76
2021-01-23 02:00:00,3.56,7.92,2.82,29.44,55.49,,12.73,10.37,,19.44
2021-01-23 03:00:00,4.25,7.85,2.72,30.37,55.42,,12.19,9.97,,20.01
2021-01-23 04:00:00,3.99,7.98,2.8,30.01,55.24,,12.1,10.29,,18.43
2021-01-23 05:00:00,3.82,8.24,3.06,31.44,56.44,,13.01,10.98,,19.43
2021-01-23 06:00:00,4.59,8.33,3.29,29.95,62.44,,15.01,12.65,,21.0
2021-01-23 07:00:00,6.93,9.51,4.07,32.96,75.67,,19.08,17.48,,21.79
2021-01-23 08:00:00,7.91,10.32,5.04,45.55,92.09,,24.88,22.59,,25.17
2021-01-23 09:00:00,8.24,11.0,5.42,50.12,104.66,,29.89,25.57,,26.47
2021-01-23 10:00:00,8.64,11.21,5.7,50.94,105.99,,31.7,27.1,,25.34
2021-01-23 11:00:00,7.85,10.92,5.71,48.83,101.87,,29.27,24.92,,25.81
2021-01-23 12:00:00,7.56,10.81,5.55,45.03,100.17,,28.95,25.22,,26.81
2021-01-23 13:00:00,6.89,10.55,5.13,40.52,98.14,,28.15,23.61,,25.58
2021-01-23 14:00:00,6.93,10.25,4.98,38.97,92.99,,25.45,23.84,,25.17
2021-01-23 15:00:00,6.0,10.19,4.85,38.3,85.87,,23.68,20.86,,23.99
2021-01-23 16:00:00,5.25,10.15,4.63,40.86,85.8,,22.97,20.51,,22.74
2021-01-23 17:00:00,6.02,9.86,4.64,40.24,85.42,,22.38,21.02,,23.39
2021-01-23 18:00:00,6.14,9.69,4.69,42.87,85.37,,23.34,20.94,,23.66
2021-01-23 19:00:00,6.32,10.05,4.45,41.97,86.72,,23.07,20.8,,23.59
2021-01-23 20:00:00,6.58,10.1,4.43,36.1,88.54,,24.89,21.24,,23.28
2021-01-23 21:00:00,5.93,9.74,4.11,37.91,83.02,,21.41,19.09,,23.51
2021-01-23 22:00:00,5.33,9.17,3.61,31.87,76.82,,19.99,16.45,,21.78
2021-01-23 23:00:00,4.76,8.85,3.87,32.78,70.37,,18.12,15.02,,20.26
2021-01-24 00:00:00,4.46,8.59,3.1,31.96,64.36,,16.01,13.66,,18.92
2021-01-24 01:00:00,3.85,8.28,2.9,31.83,58.16,,13.56,11.73,,18.9
2021-01-24 02:00:00,4.0,8.23,2.72,30.43,56.3,,12.28,10.4,,19.17
2021-01-24 03:00:00,3.83,8.1,2.57,28.59,54.97,,12.22,9.92,,20.55
2021-01-24 04:00:00,3.74,8.07,2.63,25.47,54.91,,12.26,9.93,,18.99
2021-01-24 05:00:00,2.93,7.98,2.84,25.31,55.83,,12.89,10.13,,19.37
2021-01-24 06:00:00,3.16,8.22,3.06,26.12,59.36,,14.34,11.39,,20.43
2021-01-24 07:00:00,4.98,8.92,3.73,35.69,69.97,,17.03,15.02,,20.95
2021-01-24 08:00:00,6.51,10.47,4.97,43.13,88.44,,23.8,19.89,,23.58
2021-01-24 09:00:00,7.48,11.89,5.76,51.1,105.12,,32.59,26.57,,28.51
2021-01-24 10:00:00,7.15,11.62,6.27,51.2,110.99,,32.99,26.53,,25.13
2021-01-24 11:00:00,7.54,11.29,6.44,50.71,104.53,,31.8,25.07,,25.49
2021-01-24 12:00:00,7.75,11.27,5.93,47.61,102.61,,29.78,23.47,,24.46
2021-01-24 13:00:00,8.35,10.73,5.26,44.57,98.15,,28.93,22.9,,24.09
2021-01-24 14:00:00,7.63,10.76,4.62,41.07,91.78,,25.48,20.69,,24.55
2021-01-24 15:00:00,6.75,9.94,4.61,39.17,86.55,,23.41,19.57,,23.4
2021-01-24 16:00:00,5.97,10.08,4.43,43.57,84.49,,22.86,19.94,,23.75
2021-01-24 17:00:00,6.1,9.98,4.92,45.12,88.33,,23.41,20.88,,23.56
2021-01-24 18:00:00,6.1,10.34,5.12,40.02,90.16,,26.16,20.93,,22.55
2021-01-24 19:00:00,6.07,10.71,4.95,42.21,95.44,,25.91,21.6,,23.36
2021-01-24 20:00:00,6.11,10.49,5.05,42.6,93.87,,28.37,21.42,,24.61
2021-01-24 21:00:00,5.24,9.89,4.53,39.98,84.26,,23.3,19.78,,24.11
2021-01-24 22:00:00,5.29,9.14,3.85,35.2,75.1,,20.06,17.15,,21.1
2021-01-24 23:00:00,3.65,8.87,3.5,33.6,70.15,,18.95,14.97,,21.17
2021-01-25 00:00:00,4.01,8.32,3.17,30.87,62.23,,15.71,13.81,,20.96
2021-01-25 01:00:00,4.17,8.16,2.73,25.14,56.92,,13.21,10.71,,20.67
2021-01-25 02:00:00,4.49,8.0,2.63,24.54,55.16,,12.26,10.82,,20.55
2021-01-25 03:00:00,4.95,8.03,2.62,26.54,54.39,,12.32,10.19,,19.56
2021-01-25 04:00:00,4.69,8.12,2.64,29.47,54.74,,12.94,10.48,,19.71
2021-01-25 05:00:00,5.21,8.52,3.05,31.1,57.97,,12.85,11.92,,20.18
2021-01-25 06:00:00,5.56,9.52,3.91,37.95,72.21,,18.54,14.95,,23.54
2021-01-25 07:00:00,8.37,10.77,5.35,48.77,98.0,,29.53,24.58,,29.26
2021-01-25 08:00:00,9.11,10.98,5.22,45.01,103.1,,29.76,27.06,,32.4
2021-01-25 09:00:00,9.81,10.79,5.02,44.82,101.14,,29.47,25.74,,30.31
2021-01-25 10:00:00,9.52,10.19,5.07,43.96,95.24,,26.91,26.2,,31.49
2021-01-25 11:00:00,9.0,9.95,4.84,41.51,88.78,,25.61,24.94,,30.89
2021-01-25 12:00:00,8.69,9.92,4.74,41.47,88.55,,24.87,23.48,,30.65
2021-01-25 13:00:00,8.63,9.91,4.51,44.3,89.68,,27.53,24.81,,32.07
2021-01-25 14:00:00,8.57,9.6,4.41,42.05,86.88,,23.69,23.54,,31.85
2021-01-25 15:00:00,7.67,9.69,4.2,36.12,82.54,,22.21,22.1,,31.7
2021-01-25 16:00:00,6.91,9.18,4.37,36.6,79.73,,20.39,20.21,,28.89
2021-01-25 17:00:00,7.71,9.7,4.38,39.27,80.59,,22.74,20.77,,30.07
2021-01-25 18:00:00,7.64,9.59,4.74,44.68,87.37,,23.03,22.22,,27.74
2021-01-25 19:00:00,7.74,10.3,4.73,45.03,91.92,,27.67,23.01,,28.16
2021-01-25 20:00:00,7.72,10.32,4.85,45.93,95.47,,28.08,23.06,,25.43
2021-01-25 21:00:00,6.78,9.47,4.43,43.69,85.62,,24.92,20.08,,25.65
2021-01-25 22:00:00,5.22,8.92,3.56,35.65,74.14,,19.16,16.99,,24.5
2021-01-25 23:00:00,5.34,8.59,3.3,29.64,69.14,,18.81,15.66,,22.44
2021-01-26 00:00:00,4.99,8.03,3.25,26.95,60.5,,15.02,13.02,,20.6
2021-01-26 01:00:00,4.69,7.81,2.81,28.62,55.73,,13.4,11.58,,20.98
2021-01-26 02:00:00,10.54,7.83,2.7,28.81,54.35,,12.3,11.26,,20.14
2021-01-26 03:00:00,3.82,7.81,2.6,28.47,53.88,,12.43,10.68,,20.37
2021-01-26 04:00:00,3.26,8.1,2.71,30.27,54.28,,12.67,11.27,,20.64
2021-01-26 05:00:00,3.78,8.26,2.96,31.93,57.46,,13.49,12.35,,21.36
2021-01-26 06:00:00,5.24,9.2,3.94,33.56,71.17,,18.0,16.45,,25.7
2021-01-26 07:00:00,9.58,10.42,5.17,41.25,98.1,,27.66,24.22,,29.58
2021-01-26 08:00:00,9.66,10.83,5.15,46.53,101.62,,29.58,27.39,,30.5
2021-01-26 09:00:00,9.61,10.6,4.87,45.77,98.64,,26.79,27.65,,31.88
2021-01-26 10:00:00,9.63,9.79,4.9,44.2,90.93,,26.34,26.81,,32.36
2021-01-26 11:00:00,8.83,10.31,4.44,44.24,87.14,,24.23,24.11,,31.03
2021-01-26 12:00:00,9.19,11.06,4.99,44.44,87.98,,23.62,23.79,,30.88
2021-01-26 13:00:00,9.65,11.57,4.68,41.09,89.69,,24.68,25.15,,31.93
2021-01-26 14:00:00,9.31,11.29,4.36,38.08,86.89,,23.3,24.91,,31.08
2021-01-26 15:00:00,8.29,10.86,4.24,35.59,80.39,,22.06,20.24,,32.37
2021-01-26 16:00:00,6.2,10.89,4.16,36.49,78.29,,21.2,22.05,,32.33
2021-01-26 17:00:00,7.04,10.93,4.43,42.25,81.34,,22.78,20.54,,29.63
2021-01-26 18:00:00,6.88,11.27,4.96,43.03,86.7,,24.88,22.81,,28.44
2021-01-26 19:00:00,7.38,12.18,4.93,47.92,91.93,,29.71,23.9,,27.87
2021-01-26 20:00:00,7.45,11.81,4.86,43.2,94.38,,29.09,22.46,,28.27
2021-01-26 21:00:00,6.62,11.33,4.33,36.8,85.2,,24.67,20.47,,26.51
2021-01-26 22:00:00,5.45,10.52,3.75,33.7,75.1,,20.93,18.7,,24.27
2021-01-26 23:00:00,4.9,10.01,3.25,30.87,70.37,,18.49,16.18,,24.42
2021-01-27 00:00:00,4.78,9.7,3.24,30.6,60.82,,14.96,13.24,,22.3
2021-01-27 01:00:00,4.47,9.46,2.91,30.54,56.22,,13.19,11.58,,21.64
2021-01-27 02:00:00,4.71,9.33,2.67,28.61,54.69,,11.8,10.64,,21.97
2021-01-27 03:00:00,5.2,9.39,2.71,30.75,53.66,,12.52,10.94,,21.62
2021-01-27 04:00:00,4.7,9.57,2.86,27.71,54.11,,12.29,10.93,,22.0
2021-01-27 05:00:00,5.02,9.62,3.11,25.71,57.36,,13.41,11.75,,21.5
2021-01-27 06:00:00,6.36,10.62,4.15,32.07,72.2,,17.92,16.01,,25.15
2021-01-27 07:00:00,8.78,12.07,5.09,41.52,98.21,,28.19,23.78,,29.11
